Title,WorkoutType,WorkoutDescription,PlannedDuration,PlannedDistanceInMeters,WorkoutDay,CoachComments,DistanceInMeters,PowerAverage,PowerMax,Energy,AthleteComments,TimeTotalInHours,VelocityAverage,VelocityMax,CadenceAverage,CadenceMax,HeartRateAverage,HeartRateMax,TorqueAverage,TorqueMax,IF,TSS,HRZone1Minutes,HRZone2Minutes,HRZone3Minutes,HRZone4Minutes,HRZone5Minutes,HRZone6Minutes,HRZone7Minutes,HRZone8Minutes,HRZone9Minutes,HRZone10Minutes,PWRZone1Minutes,PWRZone2Minutes,PWRZone3Minutes,PWRZone4Minutes,PWRZone5Minutes,PWRZone6Minutes,PWRZone7Minutes,PWRZone8Minutes,PWRZone9Minutes,PWRZone10Minutes,Rpe,Feeling
Zone 4 Pyramid Run,Run,Warm up in zone 1-2 for 20 minutes then do: 1 minutes in zone 4 on 2 minutes easy recovery in-between 2 minutes in zone 4 on 2 minutes recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 2 minutes zone 4 on 2 minutes recovery in-between 1 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2,0.833333333333333,,2023-03-28,,2962.84008789063,,,,,0.652153074741364,1.26199996471405,,118.0,,142.0,183.0,,,0.50479998588562,18.22,9.0,14.0,4.0,4.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
Base Build Pyramid,Bike,Main Set-5 minutes in low Zone 1 -5 minutes in high Zone 1 -10 minutes in low Zone 2 -20 minutes in high Zone 2 -10 minutes in low Zone 2 -5 minutes in high Zone 1 -5 minutes in low Zone 1,1.0,,2023-03-29,"The warm up and cool down are included in the main set. Effort will start in low Zone 2, go to high Zone 2 and back to low Zone 1. Don't go above Zone 2",20824.2890625,,,,,0.799844682216644,7.23199987411499,,,,137.0,162.0,,,0.695406231134043,42.6,7.0,27.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Muscular Endurance,Bike,Warm Up: -5 minutes Zone 1 -20 minutes Zone 2 -5 minutes Zone 1 Main Set: -4 x 5 minutes in Zone 3 with 3 minutes of recovery in Zone 1 in between intervals Cool Down: -28 minutes in Zones 1-2,1.5,,2023-04-01,These are Zone 3 efforts to build muscular endurance,17378.060546875,,,,,0.649945259094238,7.42700004577637,,,,138.0,174.0,,,0.689918137604924,33.91,9.0,18.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 1 Run,Run,40 minutes in zone 1,0.666666666666667,,2023-04-07,Nice and easy run!,5699.66015625,,,,,0.700468599796295,2.25999999046326,,140.0,,131.0,147.0,,,0.92098118762987,65.22,28.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Muscular Endurance broken intervals,Bike,"Warm Up: -5 minutes Zone 1 10 minutes Zone 2 Main Set: -4 x 6 minutes done as 2 minutes in Zone 3, 1 minute in Zone 4, 2 minutes in Zone 3, 1 minute in Zone 4 with 3 minutes of recovery in Zone 1 in between interval sets -30 minutes Zone 2 Cool Down: -9 minutes Zone 1",1.5,,2023-04-08,These are zone 3 efforts broken up with zone 4 sprints to increase speed while working on muscular endurance.,36478.078125,,,,,1.32567799091339,7.64300012588501,,,,135.0,177.0,,,0.689970460234715,70.4,9.0,33.0,13.0,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Long Zone 2 Run,Run,Warm Up: 5 minutes in zone 1 Main Set: 50 minutes in zone 2 Cool Down: 5 minutes in zone 1,1.0,,2023-04-09,.,6953.1298828125,,,,,1.24967777729034,1.5460000038147,,101.0,,128.0,157.0,,,0.59700129782614,49.62,3.0,44.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Short Sprints,Swim,"Warm up Zone 1: 200 easy, 8x50 drill/swim 4x25 Zone 5 sprint free 4x25 Zone 1 fast kick 4x25 Zone 5 sprint 100 Zone 1 easy swim 4x25 Zone 5 sprint free 100 Zone 1 easy 4x25 Zone 5 sprint free 100 Zone 1 pull easy 4x25 Zone 5 sprint free 2x200 Zone 3 200 Zone 1 cool down easy",1.10204177750482,1920.23999023438,2023-04-10,"This workout requires paddles to complete it as written, but can be done without. You may kick and drill with or without fins",3075.0,,,,,1.04004306051466,0.820656525220176,,24.0,,129.0,173.0,,,1.39617616660485,283.06,24.0,15.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
25s Sprint workout,Swim,"200 zone 1 easy warm up 8x100 Zone 4 50 kick 50 swim WITH fins, so these need to be HARD 3x(4x25 Zone 5) done as: #1: build DOWN (fat to slow) #2: build up (slow to fast) #3: easy #4: all out SPRINT 2x400 Zone 2 free build 100 Zone 1 easy cool down",1.11980133374532,2011.68005371094,2023-04-15,"2200 yards. This workout requires fins to be done as written, but can be done without.",1850.0,,,,,0.650073335965474,0.790260572404955,,26.0,,129.0,164.0,,,1.34386547298336,157.77,15.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Muscular Endurance broken intervals,Bike,"Warm Up: -5 minutes Zone 1 -10 minutes low Zone 2 -10 minutes high Zone 2 Main Set; -4 x 7 minutes done as 3 minutes in Zone 3, :30 seconds in Zone 4, 3 minutes in Zone 3, :30 seconds in Zone 4 with 3 minutes of recovery in Zone 1 in between interval sets -25 minutes Zone 2 Cool Down: -10 minutes zone 1",1.75,,2023-04-15,These are zone 3 efforts broken up with zone 4 sprints to increase speed while working on muscular endurance.,39830.55859375,,,,,1.65894401073456,6.66900014877319,,,,137.0,178.0,,,0.711691829410093,94.26,9.0,23.0,32.0,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Run Test,Run,Run Test! Warm up for 20 minutes in zone 1-2 then do: 20 minutes at a 5K or zone 3 effort 10 minutes easy zone 1-2 cool down,0.833333333333333,,2023-04-18,Warm up REALLY well before this test...I want you to be sweating before you start the test interval! Make sure you lap your watch or start your treadmill over so you have accurate and isolated data to calculate your run zones. The test interval should be done like you're racing a 5K...as fast as you can without slowing down or stopping! We then take your average pace for the test interval to calculate your run zones.,5689.33984375,,,,,0.622218906879425,2.53999996185303,,134.0,,143.0,168.0,,,1.11541128037055,84.75,3.0,18.0,8.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Base Build Pyramid,Bike,Main Set: -5 minutes in low Zone 1 -5 minutes in high Zone 1 -5 minutes in low Zone 2 -15 minutes in high Zone 2 -5 minutes in low Zone 2 -5 minutes in high Zone 1 -5 minutes in low Zone 1,0.75,,2023-04-19,"The warm up and cool down are included in the main set. Effort will start in low Zone 2, go to high Zone 2 and back to low Zone 1. Don't go above Zone 2",12333.4501953125,,,,,0.74129331111908,4.62200021743774,,,,121.0,166.0,,,0.616855904772198,31.02,14.0,6.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bike Test,Bike,Warm Up: -5 minutes zone 1 -10 minutes zone 2 -4 x :30 second sprints at Zone 4 with 1 minute of recovery in zone 1 in between intervals -4 minutes zone 2 Main Set: perform a 20 or 30-minute time trial going as hard as you can maintain for that entire duration (This should be done on a level course or on a trainer). Cool Down: 5 minutes zone 1,1.0,,2023-04-20,"Use this workout to set or re confirm your zones. When setting your zones we share with the 80/20 calculator, so that is the calculator you will use inside of TrainingPeaks. The 80/20 calculator is based off of a 30 minute test, so doing a 30 minute test is going to be more accurate. If going off of watts plug in your average 30 minute power to calculate your bike power zones. A 20 minute test is still good to go off of, but if performing a 20 minute power test times your average 20 minute power by .95 to get your number to plug into the calculator. You can choose to go for 20 or 30 minutes. This is an all out effort. If going off of heart rate, take your highest 20 minute average heart rate and plug it into the 80/20 cycling heart rate calculator to set up your cycling heart rate zones.",23999.08984375,,,,,0.902365863323212,7.38800001144409,,,,107.0,143.0,,,0.58917506345646,34.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Swim Test,Swim,"Warm Up: 200 Swim, 200 Kick, 200 Pull 1,000 yard Time Trail! Cool Down: 100 easy",0.818333333333333,1554.47998046875,2023-04-22,"STANDARD TEST 1,000 yard/meter time trial In this test, you swim 1,000 meters as fast as you can without a break. Then take your average 100-meter time for the test and apply that as your Threshold Swim Pace. In TrainingPeaks you can either enter your average 100-meter time in seconds under Threshold Pace, or you can select “Distance/Duration,” select the distance of your test and enter your result; the app will then calculate your threshold for you.",2000.0,,,,,0.737935558954875,0.752445447705041,,25.0,,123.0,142.0,,,1.27984677385928,154.7,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 2 Run,Run,Warm up: 10 minutes in zone 1 Main Set: 35 minutes in zone 2 Cool down: 5 minutes zone 1 cool down,1.0,,2023-04-22,,5225.60986328125,,,,,1.12555861473083,1.28999996185303,,129.0,,143.0,163.0,,,0.515999984741211,33.29,8.0,26.0,31.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Vo2 building duration intervals,Bike,"Warm Up: -15 minutes Zone 1 Main Set: -8 x 1 minute done as :30 seconds in Zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 -10 x 1 minute done as :30 seconds in Zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 Cool Down: 32 minutes of descending efforts done as -12 minutes high Zone 2 -10 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1",1.25,,2023-04-23,These are high intensity sprints starting at 8 x (:30 seconds in Zone 4) and then at 10 x (:30 seconds zone 4) 5 minutes of recovery in zone 1 in between sets,0.0,,,,,1.02177774906158,0.0,,,,139.0,172.0,,,0.669359833644232,50.75,27.0,15.0,9.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2023-04-24,,794.570007324219,,,,,0.36197167634964,0.610000014305115,,53.0,,116.0,168.0,,,0.528113957000432,10.91,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Base Building steady effort,Bike,Warm Up; -10 minutes Zone 1 Main Set: -30 minutes Zone 2 Cool Down: -5 minutes Zone 1,0.75,,2023-04-25,,0.0,,,,,0.450996667146683,0.0,,,,114.0,129.0,,,0.605876456861005,17.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 4 Pyramid Run,Run,Warm up in zone 1-2 for 20 minutes then do: 2 minutes in zone 4 on 2 minutes easy recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 4 minutes in zone 4 on 2 minutes recovery in-between 3 minutes zone 4 on 2 minutes recovery in-between 2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2,0.9,,2023-04-25,,1306.22998046875,,,,,0.278840005397797,1.30099999904633,,119.0,,129.0,170.0,,,0.52039999961853,8.1,2.0,4.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 3 Intervals,Run,Warm up for 20 minutes in zone 1-2 then do: 4X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2,0.833333333333333,,2023-04-27,,7163.9599609375,,,,,0.836008667945862,2.38000011444092,,152.0,,144.0,177.0,,,0.961706752492425,85.25,20.0,24.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Running,Run,,,,2023-04-27,,133.199996948242,,,,,0.182029992341995,0.202999994158745,,19.0,,108.0,148.0,,,0.109296038170786,0.23,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 1 Run,Run,60 minutes in zone 1,1.0,,2023-04-29,Nice and easy run!,3668.93994140625,,,,,0.833070278167725,1.22300004959106,,128.0,,133.0,179.0,,,0.56452544653743,29.28,18.0,17.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Kick it Into Gear!,Swim,"Warm up Zone 1: 100 swim, 100 kick, 100 pull Main Set: 700 Zone 2b swim concentrating on form and technique 8x150 Zone 4 WITH fins done as: 50 kick on back, 75 sprint 5x100 Zone 2 pull 200 Zone 1 cool down",1.41063466707865,2651.76000976563,2023-04-29,"This workout requires fins and paddles as written, but can be done without.",2725.0,,,,,0.965257782406277,0.783947065592635,,24.0,,125.0,160.0,,,1.33312114029031,228.69,23.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Vo2 step up intervals with foundation pyramid,Bike,"Warm Up: -5 minutes Zone 1 -5 minutes low Zone 2 -10 minutes high zone 2 Main Set: 10 x 1 minute sprints done as :30 seconds in Zone 4, :30 seconds in Zone 5 with 2 minutes of recovery in Zone 1 between intervals Cool Down Pyramid: -5 minutes low Zone 1 -5 minutes high Zone 2 -5 minutes low Zone 2 -10 minutes high Zone 2 -5 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1",1.5,,2023-04-30,These intervals start in Zone 4 and end in Zone 5. A interval set that mixes up the interval efforts.,35798.078125,,,,,1.70266354084015,5.84000015258789,,,,128.0,165.0,,,0.633180707177595,76.64,24.0,40.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 3 Intervals,Run,Warm up for 20 minutes in zone 1-2 then do: 6X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2,1.0,,2023-05-02,,2897.26000976563,,,,,0.593190550804138,1.35699999332428,,132.0,,145.0,179.0,,,0.542799997329712,19.11,7.0,12.0,3.0,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Vo2 short recovery intervals,Bike,Warm Up: -5 minutes Zone 1 -10 minutes low Zone 2 -10 minutes high zone 2 Main Set: -10 x 1 minute sprints in Zone 4 with 1 minute of recovery in Zone 1 between intervals Cool Down: -10 minutes zone 2 -5 minutes Zone 1,1.0,,2023-05-04,There are short rests in between intervals to help with recovery time. The effort on the intervals will be close to maximum effort,27574.3203125,,,,,1.25718665122986,6.09299993515015,,,,133.0,178.0,,,0.690328609570771,66.74,10.0,28.0,14.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Muscular Endurance broken intervals,Bike,"Warm Up: -5 minutes Zone 1 -10 minutes low Zone 2 -10 minutes high Zone 2 Main Set; -4 x 7 minutes done as 3 minutes in Zone 3, :30 seconds in Zone 4, 3 minutes in Zone 3, :30 seconds in Zone 4 with 3 minutes of recovery in Zone 1 in between interval sets -25 minutes Zone 2 Cool Down: -10 minutes zone 1",1.75,,2023-05-06,These are zone 3 efforts broken up with zone 4 sprints to increase speed while working on muscular endurance.,44085.23828125,,,,,1.60609328746796,7.625,,,,137.0,170.0,,,0.682694047403886,85.01,20.0,50.0,14.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
150s With alternating sprints,Swim,"Warm up Zone 1: 200 swim, 200 kick, 200 pull 10x150 Zone 3 free done as: 4x150 free sprint the last 50 3x150 free sprint the last 100 2x150 sprint the first 50 1x150 ALL OUT 200 Zone 1 easy cool down",1.14893555641174,2103.1201171875,2023-05-07,"2300 yards. This workout requires paddles to be done as written, but may be done without. You may kick with or without fins",2350.0,,,,,0.994928336673313,0.655874965113034,,24.0,,125.0,151.0,,,1.11537904924162,138.06,32.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 2 Run,Run,Warm up: 5 minutes in zone 1 Main Set: 60 minutes in zone 2 Cool Down: 5 minutes zone 1,1.16666666666667,,2023-05-07,,10000.0,,,,,1.11884272098541,2.48300004005432,,150.0,,148.0,164.0,,,0.993200016021728,122.61,8.0,57.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Base Building,Bike,Warm Up: -5 minutes Zone 1 Main Set: -5 x 10 minutes in Zone 2 with 1 minute of recovery in Zone 1 between intervals,1.0,,2023-05-09,This is a base building workout in Zone 2 broken up by short recoveries in Zone 1,0.0,,,,,0.0039930557832121,0.0,,,,80.0,83.0,,,0.557296579168052,0.12,,,,,,,,,,,,,,,,,,,,,,
Zone 4 Pyramid Run,Run,Warm up in zone 1-2 for 20 minutes then do: 2X2 minutes in zone 4 on 2 minutes easy recovery in-between 2X3 minutes in zone 4 on 2 minutes recovery in-between 1X4 minutes in zone 4 on 2 minutes recovery in-between 2X3 minutes zone 4 on 2 minutes recovery in-between 2X2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2,1.2,,2023-05-09,,3815.9599609375,,,,,0.55425888299942,1.91199994087219,,119.0,,134.0,174.0,,,0.764799976348877,35.4,19.0,3.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Indoor Cycling,Bike,,,,2023-05-09,,0.0,,,,,0.0820672214031219,0.0,,,,97.0,112.0,,,0.585991977076613,2.94,,,,,,,,,,,,,,,,,,,,,,
pull/swim/sprint,Swim,"Warm up Zone 1: 100 swim, 100 kick, 100 pull Main Set Zone 3-5 (15 seconds rest in-between): 200 pull 150 swim 100 sprint 50 pull 200 swim 150 sprint 100 pull 50 swim 200 sprint 150 pull 100 swim 50 sprint Cool Down Zone 1: 100 easy",0.845555555555556,1737.36010742188,2023-05-10,"1900 yards. Paddles are required to do this workout as written, but can be done without. You may kick with or without fins.",2325.0,,,,,0.808553336726295,0.79842032967033,,25.0,,130.0,165.0,,,1.35787785022564,202.44,25.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
500s Swim,Swim,"Warm up Zone 1: 200 swim, 6x50 build (each one gets faster) 6x50 Zone 1 -25 drill/ 25 swim Main Set: 3x500 Zone 2-3 #1: Moderate pace #2: Moderate pull #3: race pace 4x50 Zone 5 SPRINT Cool Down Zone 1: 100 easy",1.35569955507914,2377.43994140625,2023-05-12,"2600. This workout requires paddles as written, but can be done without. You may drill with or without fins",3425.0,,,,,1.15912361568875,0.820752456266475,,24.0,,132.0,161.0,,,1.395330997678,314.89,32.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Muscular Endurance broken intervals with foundation pyramid,Bike,"Warm Up: -5 minutes Zone 1 -10 minutes low Zone 2 -10 minutes high Zone 2 Main Set: -3 x 9 minutes done as 2 minutes in Zone 3, 1 minute in Zone 4, 2 minutes in Zone 3, 1 minute in Zone 4, 2 minutes in Zone 3, 1 minute in Zone 4 with 4 minutes of recovery in Zone 1 in between interval sets Cool Down Pyramid: -5 minutes low Zone 1 -5 minutes high Zone 1 -10 minutes low Zone 2 -16 minutes high Zone 2 -10 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1",2.0,,2023-05-13,These are zone 3 efforts broken up with zone 4 sprints to increase speed while working on muscular endurance.,45811.37109375,,,,,1.71341466903687,7.42700004577637,,,,134.0,166.0,,,0.647226452846501,80.58,36.0,41.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Broken 300 Swim,Swim,"Warm up Zone 1: 200 swim, 8x50 kick, 100 pull 300 Zone 4 broken (sprint): 100, 2x50, 4x25-10 seconds rest (DO THIS 2 TIMES) 300 Zone 4 broken (sprint): 25, 50, 75, 75, 50, 25 (DO THIS 2 TIMES) 200 zone 1 cool down",1.01713911056519,1920.23999023438,2023-05-14,"This workout requires fins to be completed as written, but can be done without. You may kick with or without fins.",3025.0,,,,,1.04819333818224,0.801324503311258,,24.0,,130.0,177.0,,,1.36279460113671,265.3,28.0,12.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 2 Run,Run,Warm up: 5 minutes in zone 1 Main Set: 65 minutes in zone 2 Cool Down: 5 minutes zone 1,1.25,,2023-05-14,,11500.0,,,,,1.18819868564606,2.68799996376038,,153.0,,148.0,180.0,,,1.07519998550415,152.84,16.0,42.0,5.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2023-05-18,,1000.75,,,,,0.115716390311718,2.40199995040894,,117.0,,134.0,163.0,,,0.960799980163574,11.22,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2023-05-19,,3000.0,,,,,0.358233332633972,2.32599997520447,,143.0,,140.0,172.0,,,0.930399990081787,33.49,14.0,6.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Vo2 intervals,Bike,"Warm Up: -15 minutes Zone 1 Main Set; -2 sets of 10 x 1 minute done as :30 seconds in Zone 4, :30 seconds in Zone 2 with 5 minutes of recovery in Zone 1 in between interval sets Cool Down: -30 minutes Zone 1",1.25,,2023-05-20,These are high intensity sprints down as 10 x :30 seconds in Zone 4 with :30 seconds in Zone 2 in between intervals. This is done a total of 2 times with 5 minutes of recovery in zone 1 after each interval set,33476.359375,,,,,1.29040420055389,7.20599985122681,,,,141.0,178.0,,,0.682090734768446,66.92,23.0,34.0,9.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 3 Intervals,Run,Warm up for 20 minutes in zone 1-2 then do: 6X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2,1.0,,2023-05-20,,204.190002441406,,,,,0.0324338898062706,1.74899995326996,,124.0,,109.0,123.0,,,0.700689663558171,1.61,,,,,,,,,,,,,,,,,,,,,,
Zone 2 Run,Run,Warm up: 5 minutes in zone 1 Main Set: 20 minutes in zone 2 Cool Down: 5 minutes zone 1,0.5,,2023-05-21,,5450.0,,,,,0.503448903560638,3.00699996948242,,154.0,,160.0,176.0,,,1.20279998779297,79.34,3.0,5.0,11.0,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Broken 1000,Swim,"Warm up Zone 1: 100 drill, 100 swim, 100 kick Broken 1000 Zone 3: 5x100 negative split (second half of the 100 is fatser than the first) 5x100 done as 100 SPRINT, 100 race pace, 100 kick, 100 SPRINT 8x50 Zone 1 25 drill/25 sprint 100 Zone 1 cool down easy",0.951157778633965,1645.92004394531,2023-05-21,You may drill and kick with or without fins.,2025.0,,,,,0.764295281304254,0.735294117647059,,25.0,,135.0,176.0,,,1.25115256287881,149.69,17.0,17.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 3 Intervals,Run,Warm up for 20 minutes in zone 1-2 then do: 6X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2,1.0,,2023-05-25,,8770.0,,,,,0.863161444664001,2.82200002670288,,148.0,,150.0,174.0,,,1.12880001068115,121.41,14.0,20.0,10.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Broken 500s,Swim,"Warm up Zone 1: 100 swim, 100 kick, 100 Pull 4x50 kick Zone 1 500 Zone 3 free broken done as: 150, 200, 150 on 15 seconds rest 500 free Zone 3 broken done as: 200, 100, 200 on 15 seconds rest 500 free Zone 3 broken done as: 100, 100, 100, 100, 100 on 15 seconds rest 100 Zone 1 easy cool down",1.05708844396803,1920.23999023438,2023-05-26,"This workout requires paddles to be completed as written, but can be done without. You may kick with or without fins",1225.0,,,,,0.415377223756578,0.818303273213093,,26.0,,137.0,154.0,,,1.39264309436769,112.19,15.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 2 Run,Run,Warm up: 5 minutes in zone 1 Main Set: 70 minutes in zone 2 Cool Down: 5 minutes zone 1,1.33333333333333,,2023-05-27,,8465.1298828125,,,,,1.08264422416687,2.17199993133545,,134.0,,137.0,161.0,,,0.911218189371843,99.77,20.0,34.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Pyramid of Pain,Swim,"Warm Up Zone 1: 300 easy swim 100 kick pyramid Zone 1-5 (20 seconds rest in-between) 50 fast 100- (50 fast, 50 easy) 150-(50 fast, 50 easy, 50 fast) 200-(50 fast, 50 easy, 50 fast, 50 easy) 250- (50 fast, 50 easy, 50 fast, 50 easy, 50 fast) 150-(50 fast, 50 easy, 50 fast) 100-(50 fast, 50 easy) 50 fast 200 Zone 1 pull",0.873055555555556,1691.64001464844,2023-05-27,"1850 yards. Paddles are required to do this workout as written, but you can complete it without. You may kick with or without fins",1875.0,,,,,0.678553891711765,0.766557645134914,,26.0,,126.0,157.0,,,1.30485828389114,150.76,15.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Muscular Endurance with step downs,Bike,Warm Up: -10 minutes Zone 1 -10 minutes Zone 2 Main Set: -4 x 8 minutes Zone 3 with 4 minutes of recovery in Zone 1 after each interval Cool Down: Long descending efforts done as -15 minutes high Zone 2 -15 minutes low Zone 2 -12 minutes high Zone 1 -10 minutes Zone 1,2.0,,2023-05-28,steady Muscular endurance sets working on strengthening your maximum sustained power,40669.08984375,,,,,1.51774942874908,7.44299983978271,,,,146.0,170.0,,,0.715484540575515,86.96,15.0,40.0,21.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 3 Intervals,Run,Warm up for 20 minutes in zone 1-2 then do: 8X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2,1.16666666666667,,2023-05-30,,8254.4404296875,,,,,0.926801681518555,2.47399997711182,,152.0,,143.0,167.0,,,1.01945084528003,106.48,9.0,39.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 4 Pyramid Run,Run,Warm up in zone 1-2 for 20 minutes then do: 2 minutes in zone 4 on 2 minutes easy recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 4 minutes in zone 4 on 2 minutes recovery in-between 3 minutes zone 4 on 2 minutes recovery in-between 2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2,0.9,,2023-06-06,,6420.18994140625,,,,,0.716550588607788,2.48900008201599,,153.0,,146.0,176.0,,,1.00391043505866,79.35,7.0,29.0,4.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Short Sprints With Builds,Swim,"Warm up Zone 1: 100 easy swim, 4X50 kick 8X25 Zone 5 sprint 4x50 Zone 5 sprint 2x100 Zone 1 easy 200 Zone 3 150 Zone 1 Pull 4x50 build Zone 4-5 (each one gets faster) 2x100 Zone 4-5 build (each one gets faster) 200 Zone 2b 150 Zone 1 pull 200 Zone 1 easy cool down",1.08888888888889,2011.68005371094,2023-06-07,"2200 yards. This workout requires paddles to complete as written, but can be done without. You may kick with or without fins",1550.0,,,,,0.548272780312432,0.785207700101317,,26.0,,127.0,151.0,,,1.33500051566913,130.45,19.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Easy Effort spin,Bike,30 minutes in Zone 1,0.5,,2023-06-08,Today is a quick low effort ride before your run,11096.6298828125,,,,,0.473381102085114,6.51100015640259,,,,116.0,158.0,,,0.607300701672197,19.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 5 Hill Repeats,Run,Warm up for 20 minutes in zone 1-2 then do: 15X30 seconds all out zone 5 sprint on 30 seconds recovery in-between. cool down for 20 minutes in zone1-2,0.75,,2023-06-08,"This is an excellent treadmill workout. We recommend increasing both the incline and the pace as the workout progresses. Because the rest interval is so short, standing on the side of the treadmill in-between intervals is recommended. If done outside, find a steep hill for repeats, and either jog slowly downhill or walk uphill in-between intervals.",4004.5400390625,,,,,0.432474434375763,2.57200002670288,,138.0,,152.0,175.0,,,1.05112390744778,51.84,2.0,12.0,11.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
