"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Zone 2 Run","Run","Warm up: 5 minutes in zone 1 Main Set: 70 minutes in zone 2 Cool Down: 5 minutes zone 1","1.33333333333333","","2023-05-27","","8465.1298828125","","","","","1.08264422416687","2.17199993133545","","134","","137","161","","","0.911218189371843","99.77","20","34","1","0","0","0","0","","","","","","","","","","","","","","",""
"Pyramid of Pain","Swim","Warm Up Zone 1: 300 easy swim 100 kick pyramid Zone 1-5 (20 seconds rest in-between) 50 fast 100- (50 fast, 50 easy) 150-(50 fast, 50 easy, 50 fast) 200-(50 fast, 50 easy, 50 fast, 50 easy) 250- (50 fast, 50 easy, 50 fast, 50 easy, 50 fast) 150-(50 fast, 50 easy, 50 fast) 100-(50 fast, 50 easy) 50 fast 200 Zone 1 pull","0.873055555555556","1691.64001464844","2023-05-27","1850 yards. Paddles are required to do this workout as written, but you can complete it without. You may kick with or without fins","1875","","","","","0.678553891711765","0.766557645134914","","26","","126","157","","","1.30485828389114","150.76","15","12","0","0","0","0","0","","","","","","","","","","","","","","",""
"Muscular Endurance with step downs","Bike","Warm Up: -10 minutes Zone 1 -10 minutes Zone 2 Main Set: -4 x 8 minutes Zone 3 with 4 minutes of recovery in Zone 1 after each interval Cool Down: Long descending efforts done as -15 minutes high Zone 2 -15 minutes low Zone 2 -12 minutes high Zone 1 -10 minutes Zone 1","2","","2023-05-28","steady Muscular endurance sets working on strengthening your maximum sustained power","40669.08984375","","","","","1.51774942874908","7.44299983978271","","","","146","170","","","0.715484540575515","86.96","15","40","21","8","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 8X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.16666666666667","","2023-05-30","","8254.4404296875","","","","","0.926801681518555","2.47399997711182","","152","","143","167","","","1.01945084528003","106.48","9","39","4","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 4 Pyramid Run","Run","Warm up in zone 1-2 for 20 minutes then do: 2 minutes in zone 4 on 2 minutes easy recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 4 minutes in zone 4 on 2 minutes recovery in-between 3 minutes zone 4 on 2 minutes recovery in-between 2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","0.9","","2023-06-06","","6420.18994140625","","","","","0.716550588607788","2.48900008201599","","153","","146","176","","","1.00391043505866","79.35","7","29","4","3","1","0","0","","","","","","","","","","","","","","",""
"Short Sprints With Builds","Swim","Warm up Zone 1: 100 easy swim, 4X50 kick 8X25 Zone 5 sprint 4x50 Zone 5 sprint 2x100 Zone 1 easy 200 Zone 3 150 Zone 1 Pull 4x50 build Zone 4-5 (each one gets faster) 2x100 Zone 4-5 build (each one gets faster) 200 Zone 2b 150 Zone 1 pull 200 Zone 1 easy cool down","1.08888888888889","2011.68005371094","2023-06-07","2200 yards. This workout requires paddles to complete as written, but can be done without. You may kick with or without fins","1550","","","","","0.548272780312432","0.785207700101317","","26","","127","151","","","1.33500051566913","130.45","19","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"Easy Effort spin","Bike","30 minutes in Zone 1","0.5","","2023-06-08","Today is a quick low effort ride before your run","11096.6298828125","","","","","0.473381102085114","6.51100015640259","","","","116","158","","","0.607300701672197","19","7","5","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 5 Hill Repeats","Run","Warm up for 20 minutes in zone 1-2 then do: 15X30 seconds all out zone 5 sprint on 30 seconds recovery in-between. cool down for 20 minutes in zone1-2","0.75","","2023-06-08","This is an excellent treadmill workout. We recommend increasing both the incline and the pace as the workout progresses. Because the rest interval is so short, standing on the side of the treadmill in-between intervals is recommended. If done outside, find a steep hill for repeats, and either jog slowly downhill or walk uphill in-between intervals.","4004.5400390625","","","","","0.432474434375763","2.57200002670288","","138","","152","175","","","1.05112390744778","51.84","2","12","11","1","0","0","0","","","","","","","","","","","","","","",""
"75 Sprints Swim","Swim","Warm Up Zone 1: 200 swim, 200 kick, 200 pull 12x50 Zone 5 free (20 seconds rest) 100 easy 4x25 Zone 5 free sprint on (10 seconds rest) 100 easy 4x50 Zone 5 (on 20 seconds rest) 200 easy 4x75 Zone 5 (on 25 seconds rest) 100 easy 4x100 Zone 5 sprint (rest 20 seconds) 200 Zone 1 cool down","1.19446978039212","2406.56005859375","2023-06-09","2900 yards. This workout requires paddles to be completed as written, but can be done without. You may kick with or without fins.","3275","","","","","1.20026472727458","0.757751041184637","","25","","130","156","","","1.28848889968587","256.76","44","10","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 1 run","Run","30 minutes Zone 1","0.5","","2023-06-09","","3941.18994140625","","","","","0.472967505455017","2.31500005722046","","141","","136","147","","","1.00169060331659","51.61","16","11","0","0","0","0","0","","","","","","","","","","","","","","",""
"Endurance Step Ups","Bike","Warm Up: -10 minutes low Zone 1 -15 minutes high Zone 1 Main Set: -3 x 15 minute step ups done as 7 minutes in low Zone 3, 5 minutes in high Zone 3, 3 minutes in low Zone 4 with 10 minutes of recovery in Zone 1 after each interval set Cool Down: 80 minutes in Zones 1-2. Base this effort off of how you are feeling but don't go above Zone 2","3","","2023-06-10","These are tough intervals that will really build strength and speed. Each Interval set is 15 minutes long Starting in low Zone 3 and building up to Zone 4 with 10 minutes of recovery after. The interval set is repeated a total of 3 times.","51058.69921875","","","","","2.00730967521667","7.06599998474121","","","","141","174","","","0.683778193474727","105.79","41","30","14","19","0","0","0","","","","","","","","","","","","","","",""
"500s Swim","Swim","Warm up Zone 1: 200 swim Main Set: 4x500 Zone 2-3 #1: Moderate pace #2: Moderate pull #3: FAST pull #4: race pace Cool Down Zone 1: 100 easy","1.16788933224148","2103.1201171875","2023-06-11","This workout requires paddles as written, but can be done without. You may drill with or without fins","3450","","","","","1.18218500561184","0.810429880197322","","27","","139","164","","","1.37809789409694","309.4","33","33","1","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up: 5 minutes in zone 1 Main Set: 70 minutes in zone 2 Cool Down: 5 minutes zone 1","1.33333333333333","","2023-06-11","","10872.7001953125","","","","","1.25343143939972","2.41000008583069","","150","","142","160","","","0.970560491038446","131.56","21","48","2","0","0","0","0","","","","","","","","","","","","","","",""
"Broken 1000","Swim","Warm up Zone 1: 100 drill, 100 swim, 100 kick Broken 1000 Zone 3: 5x100 negative split (second half of the 100 is fatser than the first) 5x100 done as 100 SPRINT, 100 race pace, 100 kick, 100 SPRINT 8x50 Zone 1 25 drill/25 sprint 100 Zone 1 cool down easy","0.951157778633965","1645.92004394531","2023-06-13","3000 yards. You may drill and kick with or without fins.","2425","","","","","0.877253336906433","0.767647989870212","","26","","132","157","","","1.30536851866205","195.13","31","12","0","0","0","0","0","","","","","","","","","","","","","","",""
"Sprints!","Swim","Warm up with: 200 swim 100 kick 200 pull Really focus on your form during the warm-up because you MUST keep good form on these sprints. You will have slower times to start with, but they will begin to drop as good form becomes second nature. Main Set: 8x100 ALL OUT SPRINT! I want the recovery between these sets to be 2-3 minutes. I want your HR to come all the way back down, and the lactic acid to build up in your arms and legs. These need to be ALL OUT! As fast as humanly possible. That's the only reason you get such a long rest is because you need to be spent by the end of each 100. Also, these cannot get slower. I would prefer if they got faster. Record your times! 50s on one minute 15 seconds. I want you to do 10x50 sprints LEAVING on 1:15, so watch the clock! These are not necessarily all out, but still a sprint. 10x25 on 30 seconds. These ARE all out, and I want you leaving the wall at 30 seconds. Don't sandbag these because they're at the end of the workout. Cooldown: 200 easy swim","0.5","1188.71997070313","2023-06-14","","1325","","","","","0.423011668523153","0.869422572178478","","25","","119","150","","","1.47914228141486","136.89","6","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 4 Pyramid Run","Run","Warm up in zone 1-2 for 10 minutes then do: 2 minutes in zone 4 on 2 minutes easy recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 4 minutes in zone 4 on 2 minutes recovery in-between 3 minutes zone 4 on 2 minutes recovery in-between 2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","0.733333333333333","","2023-06-15","","1349.36999511719","","","","","0.165725558996201","2.26200008392334","","126","","135","167","","","0.904800033569336","14.35","5","1","1","1","0","0","0","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -10 minutes Zone 1 -10 minutes Zone 2 Main Set: -2 x 10 minutes in Zone 3 with 5 minutes of recovery in Zone 1 after each interval Cool Down: -10 minutes Zone 1","1","","2023-06-16","Longer steady Muscular endurance sets working on strengthening your maximum sustained power","8111.14013671875","","","","","0.360559731721878","6.24900007247925","","","","111","146","","","0.595482881255385","13.81","5","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","40 minutes in zone 1","0.666666666666667","","2023-06-17","Nice and easy run!","5319.2001953125","","","","","0.667698919773102","2.21300005912781","","134","","144","177","","","0.885200023651123","57.38","16","20","4","2","0","0","0","","","","","","","","","","","","","","",""
"Swim Test","Swim","Warm Up: 200 Swim, 200 Kick, 200 Pull 1,000 yard Time Trail! Cool Down: 100 easy","0.818333333333333","1554.47998046875","2023-06-17","STANDARD TEST 1,000 yard/meter time trial In this test, you swim 1,000 meters as fast as you can without a break. Then take your average 100-meter time for the test and apply that as your Threshold Swim Pace. In TrainingPeaks you can either enter your average 100-meter time in seconds under Threshold Pace, or you can select “Distance/Duration,” select the distance of your test and enter your result; the app will then calculate your threshold for you.","1600","","","","","0.540088891983032","0.822622107969152","","27","","137","163","","","1.39894666742987","147.87","12","12","3","0","0","0","0","","","","","","","","","","","","","","",""
"Vo2 short recovery step up intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -4 x 3 minute step up sprints done as :30 seconds in low Zone 4, 1 minute in high Zone 4, 1 minute in low Zone 5, :30 seconds in high Zone 5 around 120% of FTP with 5 minutes of recovery in between sets in Zone 1 -63 minutes Zone 2 Cool Down: -10 minutes Zone 1","2","","2023-06-18","These are high intensity step up intervals starting in low Zone 4 and going to upper Zone 5 at or around 120% of FTP.","39401.26953125","","","","","1.40824449062347","7.77199983596802","","","","142","169","","","0.66721868632709","70.04","33","43","5","1","0","0","0","","","","","","","","","","","","","","",""
"Easy Effort spin","Bike","45 minutes in Zone 1","0.75","","2023-06-21","This is designed as a low effort ride with a focus on active recovery. This is a great workout to work on maintaining a high cadence if you are used to keeping it under 88","13108.83984375","","","","","0.727029144763947","5.00899982452393","","","","108","140","","","0.592666614812102","28.06","3","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Short Sprints With Builds","Swim","Warm up Zone 1: 100 easy swim, 4X50 kick 8X25 Zone 5 sprint 4x50 Zone 5 sprint 2x100 Zone 1 easy 200 Zone 3 150 Zone 1 Pull 4x50 build Zone 4-5 (each one gets faster) 2x100 Zone 4-5 build (each one gets faster) 200 Zone 2b 150 Zone 1 pull 200 Zone 1 easy cool down","1.08888888888889","2011.68005371094","2023-06-22","2200 yards. This workout requires paddles to complete as written, but can be done without. You may kick with or without fins","2275","","","","","0.885364447699653","0.713613550815558","","23","","116","143","","","1.2134048959689","158.18","6","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up for 5 minutes in zone 1, 65 minutes in zone 2, 5 minutes zone 1 cool down","1.25","","2023-06-24","","9318.8095703125","","","","","1.10304141044617","2.34699988365173","","142","","146","162","","","0.942960749799206","108.89","14","45","6","0","0","0","0","","","","","","","","","","","","","","",""
"4X500 Endurance Swim","Swim","Warm up Zone 1: 100 swim, 200 kick 4x500 at IM race pace...keep your HR under control. Rest 1 minute in-between easy Zone 1 cool down: 100","1.20177822113037","2194.56005859375","2023-06-24","You may kick with or without fins","2050","","","","","0.720107503467136","0.790590050134979","","25","","115","153","","","1.34432088388833","174.95","15","5","0","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -20 minutes Zone 1 Main Set: -20 minutes Zone 2 -10 minutes Zone 1 -20 minutes high Zone 2 - low Zone 2b -10 minutes Zone 1 -20 minutes Zone 2 -10 minutes Zone 1 -10 minutes high Zone 2 - low Zone 2b -10 minutes Zone 3 -10 minutes Zone 1 Cool Down: -70 minutes Zones 1-2","3.5","","2023-06-25","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. The first 30 minutes of these race intervals are at or just below expected race pace, Second 30 minutes are just above race pace. Third 30 minutes at or just below expected race pace, The Last set is 40 minutes long giving you a longer push to get through the fatigue. Done as 30 minutes high Zone 2-low Zone 2b with the last 10 minutes being in Zone 3. These higher paced intervals will get your muscles used to higher intensity to better set you up on race day.","81572.9921875","","","","","3.24999475479126","6.97200012207031","","","","140","166","","","0.668545959334904","165.73","65","90","27","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X4 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.1","","2023-06-27","","10000","","","","","1.26674664020538","2.19300007820129","","134","","144","172","","","0.877200031280518","108.61","18","30","13","8","0","0","0","","","","","","","","","","","","","","",""
"Long Endurance Swim","Swim","Warm up Zone 1: 200 swim, 200 kick, 200 pull 500 Zone 2b 20 x 25 Zone 5 SPRINT 1000 Zone 2b 100 Zone 1 easy kick 500 Zone 2b 100 Zone 1 easy cool down","1.67508044189877","3017.52001953125","2023-06-28","3300 yards. This workout requires paddles as written, but may be done without. You may kick with or without fins.","3150","","","","","1.16460445033179","0.751252086811352","","25","","121","138","","","1.27725769859132","242.67","20","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Endurance Step Ups","Bike","Warm Up: -9 minutes Zone 1 Main Set: -3 x 12 minute step ups done as 5 minutes in low Zone 3, 5 minutes in high Zone 3, 2 minutes in low Zone 4 With 10 minutes of recovery in Zone 1 after each interval set","1.25","","2023-06-30","These are tough intervals that will really build strength and speed. Each Interval set is 12 minutes long Starting in low Zone 3 and building up to Zone 4 with 10 minutes of recovery after. The interval set is repeated a total of 3 times.","29740.05078125","","","","","1.08155143260956","7.63800001144409","","","","144","172","","","0.685868968755923","56.48","19","37","7","1","0","0","0","","","","","","","","","","","","","","",""
"pull/swim/sprint","Swim","Warm up Zone 1: 100 swim, 100 kick, 100 pull Main Set Zone 3-5 (15 seconds rest in-between): 200 pull 150 swim 100 sprint 50 pull 200 swim 150 sprint 100 pull 50 swim 200 sprint 150 pull 100 swim 50 sprint Cool Down Zone 1: 100 easy","0.845555555555556","1737.36010742188","2023-06-30","1900 yards. Paddles are required to do this workout as written, but can be done without. You may kick with or without fins.","1850","","","","","0.667398613823785","0.76955074875208","","25","","134","171","","","1.30897951091905","149.69","16","14","0","0","0","0","0","","","","","","","","","","","","","","",""
"Endurance Swim","Swim","Warm up: 200 Zone 1 easy 8x50 Zone 5 sprint 2x1000 Zone 2b Race Pace! Record your time! 100 easy Zone 1 cool down","1.30020666546292","2468.88012695313","2023-07-01","2700 yards","1600","","","","","0.471107224225998","0.941730429664508","","25","","118","155","","","1.60378681689055","194.34","7","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2b Long Run","Run","Warm up in zone 1-2 for 10 minutes then do: 4x15 minutes in zone 2b with 3 minutes zone 1-2 recovery in-between cool down for 10 minutes in zone 1-2","1.53333333333333","","2023-07-01","","172.160003662109","","","","","0.0358086116611958","1.33599996566772","","90","","114","130","","","0.53439998626709","1.04","1","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -20 minutes Zone 1 Main Set: -4 x 30 minutes done as 25 minutes in high Zone 2 - mid Zone 2b, 5 minutes in Zone 3 with 10 minutes of recovery in Zone 1 after each interval set Cool Down Pyramid: -20 minutes low Zone 1 -20 minutes high Zone 1 -20 minutes low Zone 2 -20 minutes high Zone 1 -20 minutes low Zone 1","4","","2023-07-02","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at.","106264.4921875","","","","","4.17391633987427","7.07200002670288","","","","135","172","","","0.643444759045347","198.4","95","91","18","4","0","0","0","","","","","","","","","","","","","","",""
"Brick Run","Run","5 minutes in zone 1, 35 minutes in zone 2, 5 minutes in zone 1","0.75","","2023-07-02","run right off the bike!","6573.27001953125","","","","","0.75202888250351","2.42799997329712","","156","","143","154","","","0.981075838823682","79.61","11","34","0","0","0","0","0","","","","","","","","","","","","","","",""
"Kick it Into Gear!","Swim","Warm up Zone 1: 200 swim, 200 kick, 200 pull Main Set: 700 Zone 2b swim concentrating on form and technique 8x150 Zone 4 WITH fins done as: 50 kick on back, 75 sprint 5x100 Zone 2 pull 200 Zone 1 cool down","1.5725791115231","2926.080078125","2023-07-04","This workout requires fins and paddles as written, but can be done without.","3200","","","","","1.26892389297485","0.700218818380744","","22","","114","146","","","1.19086031831939","214.3","4","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 8X4 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.3","","2023-07-05","","7580","","","","","0.778141140937805","2.70600008964539","","144","","145","173","","","1.08240003585815","100.39","16","17","7","7","0","0","0","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -9 minutes Zone 1 Main Set: -3 x 12 minutes in Zone 3 with 5 minutes of recovery in Zone 1 after each interval","1","","2023-07-07","Longer steady Muscular endurance sets working on strengthening your maximum sustained power","0","","","","","0.515981674194336","0","","","","92","108","","","0.56357461732073","17.85","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2b Long Run","Run","Warm up in zone 1-2 for 10 minutes then do: 4x20 minutes in zone 2b with 3 minutes zone 1-2 recovery in-between cool down for 10 minutes in zone 1-2","1.86666666666667","","2023-07-08","","5734.68994140625","","","","","0.805631399154663","1.97699999809265","","151","","123","137","","","0.788784658661325","55.22","23","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -4 x 35 minutes at high Zone 2 - mid Zone 2b with 15 minutes of recovery in Zone 1 after each interval Cool Down: -85 minutes Zone 1","5","","2023-07-10","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be slightly above the pace you plan on racing at.","121319.46875","","","","","4.95026254653931","6.80800008773804","","","","126","182","","","0.598521331288601","204.46","145","46","1","1","0","1","0","","","","","","","","","","","","","","",""
"Brick Run","Run","5 minutes in zone 1, 50 minutes in zone 2, 5 minutes in zone 1","1","","2023-07-10","run right off the bike!","7357.89013671875","","","","","0.918200790882111","2.2260000705719","","157","","133","146","","","0.883424071160624","79.23","47","5","0","0","0","0","0","","","","","","","","","","","","","","",""
"Bike Test","Bike","Warm Up: -5 minutes zone 1 -10 minutes zone 2 -4 x :30 second sprints at Zone 4 with 1 minute of recovery in zone 1 in between intervals -4 minutes zone 2 Main Set: perform a 20 or 30-minute time trial going as hard as you can maintain for that entire duration (This should be done on a level course or on a trainer). Cool Down: 5 minutes zone 1","1","","2023-07-12","Use this workout to set or re confirm your zones. When setting your zones we share with the 80/20 calculator, so that is the calculator you will use inside of TrainingPeaks. The 80/20 calculator is based off of a 30 minute test, so doing a 30 minute test is going to be more accurate. If going off of watts plug in your average 30 minute power to calculate your bike power zones. A 20 minute test is still good to go off of, but if performing a 20 minute power test times your average 20 minute power by .95 to get your number to plug into the calculator. You can choose to go for 20 or 30 minutes. This is an all out effort. If going off of heart rate, take your highest 20 minute average heart rate and plug it into the 80/20 cycling heart rate calculator to set up your cycling heart rate zones.","0","","","","","0.927658081054688","0","","","","150","168","","","0.751874065501684","57.98","14","8","27","21","0","0","0","","","","","","","","","","","","","","",""
"Swim Test","Swim","Warm Up: 200 Swim, 200 Kick, 200 Pull 1,000 yard Time Trail! Cool Down: 100 easy","0.818333333333333","1554.47998046875","2023-07-13","STANDARD TEST 1,000 yard/meter time trial In this test, you swim 1,000 meters as fast as you can without a break. Then take your average 100-meter time for the test and apply that as your Threshold Swim Pace. In TrainingPeaks you can either enter your average 100-meter time in seconds under Threshold Pace, or you can select “Distance/Duration,” select the distance of your test and enter your result; the app will then calculate your threshold for you.","1350","","","","","0.49581028037601","0.752508361204013","","26","","133","159","","","1.28577406566991","105.39","4","15","0","0","0","0","0","","","","","","","","","","","","","","",""
"Run Test","Run","FTP Test! Warm up for 20 minutes in zone 1-2 then do: 20 minutes at a 5K or zone 3 effort 10 minutes easy zone 1-2 cool down","0.833333333333333","","2023-07-15","Warm up REALLY well before this test...I want you to be sweating before you start the test interval! Make sure you lap your watch or start your treadmill over so you have accurate and isolated data to calculate your run zones. The test interval should be done like you're racing a 5K...as fast as you can without slowing down or stopping! We then take your average pace for the test interval to calculate your run zones.","8870","","","","","0.836386382579803","2.94600009918213","","157","","156","175","","","1.17840003967285","128.13","8","14","9","21","2","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 10 minutes in zone 1-2 then do: 8X4 minutes in zone 3 on 2 minutes recovery in-between. cool down for 5 minutes in zone 1-2","1.05","","2023-07-18","","9773.4697265625","","","","","1.17190492153168","2.31699991226196","","146","","141","172","","","0.942509009974393","115.79","28","30","7","4","0","0","0","","","","","","","","","","","","","","",""
"Broken 300 Swim","Swim","Warm up Zone 1: 200 swim, 8x50 kick, 100 pull 300 Zone 4 broken (sprint): 100, 2x50, 4x25-10 seconds rest (DO THIS 2 TIMES) 300 Zone 4 broken (sprint): 25, 50, 75, 75, 50, 25 (DO THIS 2 TIMES) 200 zone 1 cool down","0.757416888342963","1920.23999023438","2023-07-21","This workout requires fins to be completed as written, but can be done without. You may kick with or without fins.","1475","","","","","0.571163613531325","0.716367168528412","","24","","121","159","","","0.896683131846055","41.18","5","3","1","0","0","0","0","","","","","","","","","","","","","","",""
"Endurance Swim","Swim","Warm up: 200 Zone 1 swim easy 3X1000 Zone 2b! Record your time! 100 Zone 1 easy cool down","1.18279199918111","3017.52001953125","2023-07-22","","2400","","","","","0.900114447275797","0.740283775447255","","24","","130","152","","","0.925808196785889","71.43","41","5","0","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -5 x 30 minutes at high Zone 2 - mid Zone 2b with 15 minutes of Zone 1 after each interval Cool Down: 60 minutes Zone 1","5","","2023-07-23","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts be slightly above the pace you plan on racing at.","86385.2734375","","","","","3.21226692199707","7.46999979019165","","","","136","170","","","0.695566375050556","177.26","47","88","34","10","2","1","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X5 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.2","","2023-07-25","","10237.41015625","","","","","1.12816774845123","2.52099990844727","","153","","143","167","","","1.025394761404","131.79","5","49","9","1","0","0","0","","","","","","","","","","","","","","",""
"Endurance Swim","Swim","Warm up: 200 Zone 1 swim easy 3X1000 Zone 2b! Record your time! 100 Zone 1 easy cool down","1.18279199918111","3017.52001953125","2023-07-29","3300 yards","2000","","","","","1.44131497383118","0.385356454720617","","26","","125","161","","","0.481813106123871","16.12","48","7","0","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2023-08-01","","4400","","","","","1.66809111701118","0.732600732600733","","24","","134","158","","","0.915883887994796","128.16","73","19","0","0","0","0","0","","","","","","","","","","","","","","",""
"Easy Effort spin","Bike","30 minutes in Zone 1","0.5","","2023-08-02","This is designed as a low effort ride with a focus on active recovery. This is a great workout to work on maintaining a high cadence if you are used to keeping it under 88","0","","","","","0.979294419288635","0","","","","136","170","","","0.725627966071476","57.1","9","10","14","12","0","1","0","","","","","","","","","","","","","","",""
"Long Ladder Swim","Swim","Warm Up Zone 1: 3x100 easy free 4x150 Zone 2 2x200 Zone 2 Do the following at a strong effort: 500 Zone 3 400 Zone 3 300 Zone 3 200 Zone 3 100 Zone 5 200 Zone 1 cool down","1.15311644342211","2743.2001953125","2023-08-05","2700 yards","2200","","","","","0.868685002856784","0.701978302488832","","22","","124","147","","","0.879362353875962","59.07","30","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Descending 400s","Run","2 mile warm up in zone 1-2 then do: 8X400 done as: 2X400 in zone 2b (FAST end of a marathon pace) 1X400 easy recovery in-between 2X400 in zone 3 (FAST end of a half marathon pace) 1X400 easy recovery in-between 2X400 in zone 4 (FAST end of a 5K or 10K pace) 1X400 easy recovery in-between 1X400 zone 5 ALL OUT! 1X400 easy recovery in-between 2 mile easy zone 1-2 cool down","1.6025","12066","2023-08-08","This workout is best done on a track or a treadmill.","5442.10986328125","","","","","0.746046423912048","2.02600002288818","","139","","124","143","","","0.835730263894942","57.29","25","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up for 5 minutes in zone 1, 50 minutes in zone 2, 5 minutes zone 1 cool down","1","","2023-08-11","","8251.25","","","","","1.00333082675934","2.28399991989136","","152","","141","158","","","0.925367773806044","95.18","16","35","7","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2023-08-11","","1025","","","","","0.33158222357432","0.857740585774059","","25","","140","163","","","1.07334697843959","41","1","9","5","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -20 minutes Zone 1 Main Set: -20 minutes Zone 2 -5 minutes Zone 1 -20 minutes high Zone 2 - low Zone 2b -5 minutes Zone 1 -20 minutes Zone 2 -5 minutes Zone 1 -10 minutes high Zone 2 - low Zone 2b -10 minutes Zone 3 Cool Down: -5 minutes Zone 1","2","","2023-08-13","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. The first 20 minutes of these race intervals are at or just below expected race pace, Second 20 minutes are just above race pace. Third 20 minutes at or just below expected race pace, The Last 20 minutes are broken up as 10 minutes above race pace with the last 10 minutes being in Zone 3. These higher paced intervals will get your muscles used to higher intensity to better set you up on race day.","23888.109375","","","","","0.821659505367279","8.07600021362305","","","","140","175","","","0.781400666626572","55.3","0","5","17","17","1","1","0","","","","","","","","","","","","","","",""
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 2X1 miles in zone 2b (race pace) with .25 miles zone 1 recovery in-between 5 minutes zone 1-2","0.750555555555556","5845","2023-08-13","","6062.9599609375","","","","","0.610254466533661","2.75999999046326","","160","","145","165","","","1.09539905860376","80.12","7","11","16","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2023-08-20","","3400","","","","","1.28062249713474","0.737367165473867","","29","","140","165","","","0.921860703054122","100.33","39","34","3","0","0","0","0","","","","","","","","","","","","","","",""
