"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Virtual Activity Cycling","Bike","","","","2024-05-23","","18635.30078125","169","264","345.249","","0.568418860435486","9.10371313202247","","57","","","","","","0.55728145872978","17.43","","","","","","","","","","","20","13","0","0","0","0","","","","","",""
"Indoor Cycling","Bike","","","","2024-05-23","","17055.849609375","","","","","0.610420286655426","7.76100015640259","","55","","128","143","","","0.634244506984167","26.86","15","20","0","0","0","0","0","","","","","","","","","","","","","","",""
"Endurance Step Ups","Bike","Warm Up: -9 minutes Zone 1 Main Set: -3 x 12 minute step ups done as 5 minutes in low Zone 3, 5 minutes in high Zone 3, 2 minutes in low Zone 4 With 10 minutes of recovery in Zone 1 after each interval set","1.25","","2024-05-24","These are tough intervals that will really build strength and speed. Each Interval set is 12 minutes long Starting in low Zone 3 and building up to Zone 4 with 10 minutes of recovery after. The interval set is repeated a total of 3 times.","13238.7099609375","198","447","336.588","","0.472653329372406","7.77832547646152","","51","","","","","","0.690736933435381","22.16","","","","","","","","","","","11","12","3","1","1","0","","","","","",""
"Zone 2b Long Run","Run","Warm up in zone 1-2 for 10 minutes then do: 4x15 minutes in zone 2b with 3 minutes zone 1-2 recovery in-between cool down for 10 minutes in zone 1-2","1.53333333333333","","2024-05-24","","6960.41015625","","","","","0.89782190322876","2.15300011634827","","130","","130","157","","","0.90033260356332","80.4","18","24","0","0","0","0","0","","","","","","","","","","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-05-24","","13241.16015625","181","493","236.451","","0.381479740142822","10.1387137490429","","47","","","","","","0.669954421204811","15.95","","","","","","","","","","","12","6","2","1","1","0","","","","","",""
"Cycling","Bike","","","","2024-05-24","","26121.419921875","","","","","1.19820296764374","6.05600023269653","","50","","140","170","","","0.719499768889629","69.02","22","18","13","13","2","1","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -20 minutes Zone 1 Main Set: -4 x 30 minutes done as 25 minutes in high Zone 2 - mid Zone 2b, 5 minutes in Zone 3 with 10 minutes of recovery in Zone 1 after each interval set Cool Down Pyramid: -20 minutes low Zone 1 -20 minutes high Zone 1 -20 minutes low Zone 2 -20 minutes high Zone 1 -20 minutes low Zone 1","4","","2024-05-26","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at.","84164.296875","157","329","1660.106","","2.93098616600037","7.97690236707421","","50","","","","","","0.54475366336739","86.8","","","","","","","","","","","127","42","5","1","0","0","","","","","",""
"Cycling","Bike","","","","2024-05-26","","82315.890625","","","","","3.43102312088013","6.66400003433228","","48","","134","160","","","0.652839179223222","167.05","93","96","13","2","0","0","0","","","","","","","","","","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-05-26","","10015.66015625","141","297","236.356","","0.465757787227631","5.97593088081742","","41","","","","","","0.489857278044467","10.99","","","","","","","","","","","23","5","1","0","0","0","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 8X4 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.3","","2024-05-28","","9457.16015625","","","","","1.13442468643188","2.31599998474121","","126","","130","172","","","0.926399993896484","108.17","15","17","6","5","1","0","0","","","","","","","","","","","","","","",""
"Zone 2b Long Run","Run","Warm up in zone 1-2 for 10 minutes then do: 4x20 minutes in zone 2b with 3 minutes zone 1-2 recovery in-between cool down for 10 minutes in zone 1-2","1.86666666666667","","2024-05-30","","8174.14990234375","","","","","0.87030416727066","2.60899996757507","","140","","139","165","","","1.04359998703003","104.67","16","20","8","3","0","0","0","","","","","","","","","","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-06-02","","24050.94921875","161","265","480.671","","0.830900251865387","8.04110639209295","","55","","","","","","0.548369089689662","24.74","","","","","","","","","","","32","16","1","0","0","0","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -5 x 30 minutes at high Zone 2 - mid Zone 2b with 15 minutes of Zone 1 after each interval Cool Down: 60 minutes Zone 1","5","","2024-06-03","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts be slightly above the pace you plan on racing at.","84165.46875","178","363","1744.471","","2.7251181602478","8.57955848623853","","57","","","","","","0.596554862996012","96.73","","","","","","","","","","","85","68","10","1","0","0","","","","","",""
"Brick Run","Run","5 minutes in zone 1, 50 minutes in zone 2, 5 minutes in zone 1","1","","2024-06-03","run right off the bike!","7039.240234375","","","","","0.920588552951813","2.12400007247925","","139","","133","151","","","0.982590277770224","98.25","25","24","0","0","0","0","0","","","","","","","","","","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-06-03","","13241.16015625","142","355","308.849","","0.605925559997559","6.0739266771789","","43","","","","","","0.525713212759419","16.52","","","","","","","","","","","29","6","1","0","0","0","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-06-03","","13241.16015625","125","274","297.531","","0.65954864025116","5.57992421249473","","39","","","","","","0.437366806184951","12.49","","","","","","","","","","","36","2","1","0","0","0","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-06-03","","2170.61010742188","109","179","58.428","","0.149001941084862","4.04210448309474","","38","","","","","","0.361664030229882","1.84","","","","","","","","","","","9","0","0","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-06-03","","105783.8828125","","","","","4.37784671783447","6.71199989318848","","50","","134","158","","","0.664035490338276","221.88","96","121","28","1","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-06-07","","525","","","","","0.213540000915527","0.681818181818182","","22","","126","149","","","0.853665195678153","13.28","6","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Brick Run","Run","5 minutes in zone 1, 20 minutes in zone 2, 5 minutes in zone 1","0.5","","2024-06-09","run right off the bike!","7126.2001953125","","","","","0.746568620204926","2.65100002288818","","150","","145","174","","","1.09964977113097","99.25","10","23","3","5","2","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X5 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.2","","2024-06-18","","9439.33984375","","","","","1.06181001663208","2.46900010108948","","137","","149","177","","","0.987600040435791","114.91","14","20","8","17","4","2","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -30 minutes Zone 1 Main Set: 5 x 30 minutes done as 25 minutes at high Zone 2 - mid Zone 2b, 5 minutes Zone 3 with 15 minutes of recovery in Zone 1 after each interval set Cool Down: 105 minutes Zone 1","6","","2024-06-23","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at. These are long race efforts, use them to be comfortable in aero and to get used to what race day will feel like","84164.7265625","160","558","1705.624","","2.95757389068604","7.9094752901513","","54","","","","","","0.558080945238366","91.86","","","","","","","","","","","121","47","7","1","0","0","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-06-23","","39951.53125","122","325","667.337","","1.52404129505157","7.28245192307692","","45","","","","","","0.458858091830067","31.86","","","","","","","","","","","79","11","1","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-06-23","","109657.796875","","","","","4.74553346633911","6.41900014877319","","50","","141","173","","","0.714511497718019","279.04","78","107","67","30","3","4","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-06-24","","1000","","","","","0.380623890558879","0.729394602479942","","23","","136","156","","","0.912244950553125","28.9","4","13","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 10 minutes in zone 1-2 then do: 8X5 minutes in zone 3 on 2 minutes recovery in-between. cool down for 5 minutes in zone 1-2","1.18333333333333","","2024-06-25","","4305.7900390625","","","","","0.487239450216293","2.45499992370605","","136","","144","169","","","0.981999969482422","51.12","6","12","7","2","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-06-25","","525","","","","","0.178636667463515","0.816485225505443","","25","","123","152","","","1.02046052053618","18.98","3","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-06-30","","1600","","","","","0.518218613730537","0.857449088960343","","24","","144","161","","","1.07204863128369","63.85","8","22","1","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -30 minutes Zone 1 Main Set: -5 x 30 minutes at high Zone 2 - mid Zone 2b with 15 minutes of recovery in Zone 1 after each interval Cool Down Pyramid: -20 minutes low Zone 1 -20 minutes high Zone 1 -25 minutes low Zone 2 -20 minutes high Zone 1 -20 minutes low Zone 1","6","","2024-07-03","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at. These are long race efforts, use them to be comfortable in aero and to get used to what race day will feel like","40997.71875","115","346","675.534","","1.63409972190857","6.96884561448241","","55","","","","","","0.400478758075197","26.05","","","","","","","","","","","93","5","0","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-07-03","","33028.12109375","","","","","1.75054383277893","5.24100017547607","","54","","131","155","","","0.657212554007184","84.94","38","48","6","0","0","0","0","","","","","","","","","","","","","","",""
"500s Swim","Swim","Warm up Zone 1: 200 swim Main Set: 4x500 Zone 2-3 #1: Moderate pace #2: Moderate pull #3: FAST pull #4: race pace Cool Down Zone 1: 100 easy","0.759444444444444","2103.1201171875","2024-07-04","This workout requires paddles as written, but can be done without. You may drill with or without fins","600","","","","","0.196872778998481","0.846262341325811","","23","","133","157","","","1.05821299619558","23.33","4","4","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2b Long Run","Run","Warm up in zone 1-2 for 10 minutes then do: 4x25 minutes in zone 2b with 3 minutes zone 1-2 recovery in-between cool down for 10 minutes in zone 1-2","2.2","","2024-07-04","","7401.490234375","","","","","0.797847211360931","2.57699990272522","","142","","145","166","","","1.03079996109009","93.41","7","16","20","1","0","0","0","","","","","","","","","","","","","","",""
"Endurance Swim","Swim","Warm up: 200 Zone 1 easy 8x50 Zone 5 sprint 2x1000 Zone 2b Race Pace! Record your time! 100 easy Zone 1 cool down","0.974095554351807","2468.88012695313","2024-07-05","2700 yards","1350","","","","","0.515355836020576","0.727370689655172","","24","","134","152","","","0.909565716029429","38.78","12","13","0","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -4 x 35 minutes at high Zone 2 - mid Zone 2b with 15 minutes of recovery in Zone 1 after each interval Cool Down: -85 minutes Zone 1","5","","2024-07-07","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be slightly above the pace you plan on racing at.","84165.46875","116","559","1447.627","","3.46738219261169","6.75160185705118","","67","","","","","","0.428071554710166","63.38","","","","","","","","","","","190","17","0","0","0","0","","","","","",""
"Brick Run","Run","5 minutes in zone 1, 50 minutes in zone 2, 5 minutes in zone 1","1","","2024-07-07","run right off the bike!","8238.1201171875","","","","","0.943612456321716","2.42499995231628","","152","","140","155","","","0.984041504396469","101.07","21","33","1","0","0","0","0","","","","","","","","","","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-07-07","","12016.419921875","92","186","156.41","","0.470521688461304","7.09770816413172","","67","","","","","","0.324115676638392","4.83","","","","","","","","","","","28","0","0","0","0","0","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-07-07","","13241.16015625","137","584","295.356","","0.59652304649353","6.16728465591523","","60","","","","","","0.519009526193325","15.86","","","","","","","","","","","26","8","1","1","0","0","","","","","",""
"Cycling","Bike","","","","2024-07-07","","92893.5234375","","","","","5.00657558441162","5.15399980545044","","67","","140","166","","","0.701638123074666","284.24","86","131","77","16","0","0","0","","","","","","","","","","","","","","",""
"Endurance Swim","Swim","Warm up: 200 Zone 1 swim easy 3X1000 Zone 2b! Record your time! 100 Zone 1 easy cool down","0.516111111111111","3017.52001953125","2024-07-08","3300 yards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Strength","","1","","2024-07-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X5 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.2","","2024-07-10","","11098.6103515625","","","","","1.07429695129395","2.86999988555908","","157","","145","172","","","1.15044730146807","157.77","15","32","16","0","0","0","0","","","","","","","","","","","","","","",""
"Long Endurance Swim","Swim","Warm up Zone 1: 200 swim, 200 kick, 200 pull 500 Zone 2b 20 x 25 Zone 5 SPRINT 1000 Zone 2b 100 Zone 1 easy kick 500 Zone 2b 100 Zone 1 easy cool down","1.26758044189877","3017.52001953125","2024-07-10","3300 yards. This workout requires paddles as written, but may be done without. You may kick with or without fins.","700","","","","","0.263868612713284","0.736842105263158","","23","","133","150","","","0.921123407048251","20.62","7","5","0","0","0","0","0","","","","","","","","","","","","","","",""
"Broken 1000","Swim","Warm up Zone 1: 200 drill, 200 swim, 200 kick Broken 1000 Zone 3: 5x100 negative split (second half of the 100 is fatser than the first) 5x100 done as 100 SPRINT, 100 race pace, 100 kick, 100 SPRINT 3x300 Zone 3 as: first 100 FAST, 2nd 100 race pace, 3rd 100 easy 8x50 Zone 1 25 drill/25 sprint 100 Zone 1 cool down easy","0.611313198005935","2743.2001953125","2024-07-14","3000 yards. You may drill and kick with or without fins.","1675","","","","","0.593482780456543","0.783809078146935","","23","","139","162","","","0.97997320457187","55.85","17","17","1","0","0","0","0","","","","","","","","","","","","","","",""
"Today is a brick. Run right after the bike","Brick","","","","2024-07-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -5 x 30 minutes at high Zone 2 - mid Zone 2b with 15 minutes of Zone 1 after each interval Cool Down: 60 minutes Zone 1","4.2425","","2024-07-14","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts be slightly above the pace you plan on racing at.","33738.71875","","","","","1.33090174198151","7.04199981689453","","","","132","169","","","0.695637825011425","71.85","17","18","13","11","1","0","0","","","","","","","","","","","","","","",""
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 2X1 miles in zone 2b with .25 miles zone 1 recovery in-between 5 minutes in zone 1-2","0.63491268224529","5845","2024-07-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 2X1 miles in zone 2b with .25 miles zone 1 recovery in-between 5 minutes in zone 1-2","0.501666666666667","5845","2024-07-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -5 x 30 minutes at high Zone 2 - mid Zone 2b with 15 minutes of Zone 1 after each interval Cool Down: 60 minutes Zone 1","5","","2024-07-20","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts be slightly above the pace you plan on racing at.","90015.96875","","","","","3.39542126655579","7.36399984359741","","62","","151","173","","","0.798851363335309","247.5","20","47","77","50","20","12","0","","","","","","","","","","","","","","",""
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 2X1 miles in zone 2b with .25 miles zone 1 recovery in-between 5 minutes in zone 1-2","0.750555555555556","5845","2024-07-20","","5904.22998046875","","","","","0.793654441833496","2.06599998474121","","140","","137","159","","","0.825577338825511","59.58","10","25","3","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2024-07-21","","2157.17993164063","","","","","0.229660555720329","2.60899996757507","","158","","133","152","","","1.06578846254604","27.86","4","6","0","0","0","0","0","","","","","","","","","","","","","","",""
"Rest Day","Day Off","Rest Week.","","","2024-07-29","This is a test week to get your zones established before the training plan starts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -30 minutes Zone 1 Main Set: 5 x 30 minutes done as 25 minutes at high Zone 2 - mid Zone 2b, 5 minutes Zone 3 with 15 minutes of recovery in Zone 1 after each interval set Cool Down: 105 minutes Zone 1","6","","2024-07-29","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at. These are long race efforts, use them to be comfortable in aero and to get used to what race day will feel like","116454.5","","","","","5.11041021347046","6.32999992370605","","62","","143","171","","","0.73068543744028","314.84","55","108","74","61","5","2","0","","","","","","","","","","","","","","",""
"Read Me: Getting Started with Iron Cowboy Training","Other","Thank you for using an Iron Cowboy Training Plan! We are thrilled that you have chosen us. To get the most out of your plan, please review our Getting Started With Iron Cowboy Training guide at www.ironcowboy.com/team-ironcowboy/resources","","","2024-07-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","Before you begin your training, be sure to review the Resources section at www.ironcowboy.com/team-ironcowboy/resources. Particularly recommended are the articles titled Understanding Your Triathlon Plan and Intensity Guidelines for Triathlon.","","","2024-07-29","Athletes can consider adding a strength workout to this day, and beginner swimmers can consider adding a swim. However, rest is a critical element of improving fitness. Adding activity to this rest day is a high risk decision. Very few athletes, of any ability level, can maintain a 16+ week training program without regular days off. >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> Congratulations on your decision on taking on the Advanced Olympic Training plan! Although not included in this training plan, 1-2 hours a week of strength training is strongly recommended, and Monday's are an excellent option.Finally, unlike the cycle and run workouts, the swim schedule has a great deal of flexibility and swim workouts can be moved or short swims even merged at the convenience of the athlete.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Water Swim Drills","Swim","https://www.youtube.com/watch?v=uwYZqcyYtS0 https://www.youtube.com/watch?v=zNdvm_VLlqc https://www.youtube.com/watch?v=7-78EVtKF4Q","","","2024-07-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim Drills","Swim","One Arm Drill: Make sure to go through with both arms https://www.youtube.com/watch?v=80-7b9Io95w&t=26s sculling drill: https://www.youtube.com/watch?v=bZ7ZwvGGW5k 6 kick one drill swim: https://www.youtube.com/watch?v=3mBb2djmdv0 Catch up Drill: https://www.youtube.com/watch?v=g7-xnvc3ap8 Fingertip Drag: https://www.youtube.com/watch?v=Bt1hdL89dM0 Zipper drill: https://www.youtube.com/watch?v=ZgIdi-l1IC0","","","2024-07-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kicking Drills","Swim","https://www.youtube.com/watch?v=0lPKAwnKEpc https://www.youtube.com/watch?v=2OsfFjdnzGc","","","2024-07-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"easy effort spin","Bike","Main Set: -45 minutes in Zone 1","0.75","","2024-07-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim Test","Swim","Warm Up: 200 Swim, 200 Kick, 200 Pull 1,000 yard Time Trail! Cool Down: 100 easy","0.601666666666667","1554.47998046875","2024-07-30","STANDARD TEST 1,000 yard/meter time trial In this test, you swim 1,000 meters as fast as you can without a break. Then take your average 100-meter time for the test and apply that as your Threshold Swim Pace. In TrainingPeaks you can either enter your average 100-meter time in seconds under Threshold Pace, or you can select “Distance/Duration,” select the distance of your test and enter your result; the app will then calculate your threshold for you.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-07-30","","875","","","","","0.618769713507758","0.392552714221624","","24","","130","144","","","0.491005680808318","7.32","28","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-07-30","","50","","","","","0.0208802774217394","0.657894736842105","","18","","118","129","","","0.831459791479384","1.2","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-07-30","","400","","","","","0.175857217576769","0.631911532385466","","22","","126","146","","","0.789782135773065","8.66","6","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2024-07-30","","3661.23999023438","","","","","0.433277487754822","2.34699988365173","","145","","140","151","","","0.999078600423392","46.92","6","19","0","0","0","0","0","","","","","","","","","","","","","","",""
"Run Test","Run","Run Test! Warm up for 20 minutes in zone 1-2 then do: 20 minutes at a 5K or zone 3 effort 10 minutes easy zone 1-2 cool down","0.833333333333333","","2024-07-31","Warm up REALLY well before this test...I want you to be sweating before you start the test interval! Make sure you lap your watch or start your treadmill over so you have accurate and isolated data to calculate your run zones. The test interval should be done like you're racing a 5K...as fast as you can without slowing down or stopping! We then take your average pace for the test interval to calculate your run zones.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprints!","Swim","Warm up with: 200 swim 100 kick 200 pull Really focus on your form during the warm-up because you MUST keep good form on these sprints. You will have slower times to start with, but they will begin to drop as good form becomes second nature. Main Set: 8x100 ALL OUT SPRINT! I want the recovery between these sets to be 2-3 minutes. I want your HR to come all the way back down, and the lactic acid to build up in your arms and legs. These need to be ALL OUT! As fast as humanly possible. That's the only reason you get such a long rest is because you need to be spent by the end of each 100. Also, these cannot get slower. I would prefer if they got faster. Record your times! 50s on one minute 15 seconds. I want you to do 10x50 sprints LEAVING on 1:15, so watch the clock! These are not necessarily all out, but still a sprint. 10x25 on 30 seconds. These ARE all out, and I want you leaving the wall at 30 seconds. Don't sandbag these because they're at the end of the workout. Cooldown: 200 easy swim","0.5","1188.71997070313","2024-08-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up for 5 minutes in zone 1, 50 minutes in zone 2, 5 minutes zone 1 cool down","0.75","5703","2024-08-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike Test","Bike","Warm Up: -5 minutes zone 1 -10 minutes zone 2 -4 x :30 second sprints at Zone 4 with 1 minute of recovery in zone 1 in between intervals -4 minutes zone 2 Main Set: perform a 20 or 30-minute time trial going as hard as you can maintain for that entire duration (This should be done on a level course or on a trainer). Cool Down: 5 minutes zone 1","1","","2024-08-02","Use this workout to set or re confirm your zones. When setting your zones we share with the 80/20 calculator, so that is the calculator you will use inside of TrainingPeaks. The 80/20 calculator is based off of a 30 minute test, so doing a 30 minute test is going to be more accurate. If going off of watts plug in your average 30 minute power to calculate your bike power zones. A 20 minute test is still good to go off of, but if performing a 20 minute power test times your average 20 minute power by .95 to get your number to plug into the calculator. You can choose to go for 20 or 30 minutes. This is an all out effort. If going off of heart rate, take your highest 20 minute average heart rate and plug it into the 80/20 cycling heart rate calculator to set up your cycling heart rate zones.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","60 minutes in zone 1","1","","2024-08-03","Nice and easy run!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 3X1 miles in zone 2b (race pace) with .25 miles zone 1 recovery in-between 5 minutes in zone 1-2","1.00083333333333","7856","2024-08-03","","10138.990234375","","","","","2.4390766620636","1.15499997138977","","72","","108","154","","","0.670060609254247","124.04","23","37","0","0","0","0","0","","","","","","","","","","","","","","",""
"Vo2 building duration intervals","Bike","Warm Up: -12 minutes Zone 1 Main Set: -8 x 1 minute done as :30 seconds in zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 -10 x 1 minute done as :30 seconds in Zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 Cool Down descending efforts done as: -5 minutes high Zone 2 -5 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1","1","","2024-08-04","These are high intensity sprints starting at 8 x :30 seconds in Zone 4 and building up to 10 x :30 zone 4. 5 minutes of recovery in zone 1 in between interval sets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","Rest day.","","","2024-08-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Broken 1000","Swim","Warm up Zone 1: 200 drill, 200 swim, 200 kick Broken 1000 Zone 3: 5x100 negative split (second half of the 100 is fatser than the first) 5x100 done as 100 SPRINT, 100 race pace, 100 kick, 100 SPRINT 3x300 Zone 3 as: first 100 FAST, 2nd 100 race pace, 3rd 100 easy 8x50 Zone 1 25 drill/25 sprint 100 Zone 1 cool down easy","1.14708844555749","2743.2001953125","2024-08-04","3000 yards. You may drill and kick with or without fins.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Today is a brick. Run right after the bike","Brick","","","","2024-08-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -30 minutes Zone 1 Main Set: -5 x 30 minutes at high Zone 2 - mid Zone 2b with 15 minutes of recovery in Zone 1 after each interval Cool Down Pyramid: -20 minutes low Zone 1 -20 minutes high Zone 1 -25 minutes low Zone 2 -20 minutes high Zone 1 -20 minutes low Zone 1","6","","2024-08-04","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at. These are long race efforts, use them to be comfortable in aero and to get used to what race day will feel like","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 3X1 miles in zone 2b (race pace) with .25 miles zone 1 recovery in-between 5 minutes in zone 1-2","1.00083333333333","7856","2024-08-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day!","Day Off","","","","2024-08-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Today is a brick. Run right after the bike","Brick","","","","2024-08-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -30 minutes Zone 1 Main Set: -5 x 30 minutes at high Zone 2 - mid Zone 2b with 15 minutes of recovery in Zone 1 after each interval Cool Down Pyramid: -20 minutes low Zone 1 -20 minutes high Zone 1 -25 minutes low Zone 2 -20 minutes high Zone 1 -20 minutes low Zone 1","6","","2024-08-05","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at. These are long race efforts, use them to be comfortable in aero and to get used to what race day will feel like","137148.46875","","","","","5.30361700057983","7.18300008773804","","65","","146","173","","","0.749265423306738","343.88","43","98","104","78","2","0","0","","","","","","","","","","","","","","",""
